Npump[RPM],stage[-],pump desgin flow[kg/s],shaft allowable shear stress tau_material[N/mm2],pump required power W[kW],specific speed[m_m3/min_rpm-1],shaft torsional moment[N*m],shaft connection coef[-],shaft min.dia d1[m],boss dia. db[m],boss length dl[m],ks[-],ku2[-],kd5[-],kvo[-],kb5[-],blade number[-],inlet speed[m/s],inlet dia. D1[m],impeller inlet dia.[m],impeller inlet average dia.[m],impeller outlet cirspeed [m/s],outlet dia. D2[m],Head coef. xi[-],flow coef. psi[-],impeller inlet width s1[m],impeller outlet width s2[m],impeller inlet angle beta_1[degree],impeller inlet angle bwta_2[degree],impeller inlet height[m],impeller outlet height[m],impeller outlet radspeed[m/s],volute inner dia.[m],volute inner avespeed[m/s],volute outlet area[m2],volute outlet dia.[m],volute inlet height[m],volute 7/8 outlet area[m],volute 6/8 outlet area[m],volute 5/8 outlet area[m],volute 4/8 outlet area[m],volute 3/8 outlet area[m],volute 2/8 outlet area[m],volute 1/8 outlet area[m],volute 7/8 outlet dia.[m],volute 6/8 outlet dia.[m],volute 5/8 outlet dia.[m],volute 4/8 outlet dia.[m],volute 3/8 outlet dia.[m],volute 2/8 outlet dia.[m],volute 1/8 outlet dia.[m],NPSH_r[m],NPSH_a[m],shaft_cir_speed[m/s]
12000.0,2.0,5.105263157894736,25.5,84.27998157894736,46.62908816953166,67.06787835991676,75,26.139327578607364,47.05078964149326,39.20899136791105,0.0794712992645073,0.9233145440847659,0.024450174093936895,0.5794175023872334,1.5217112735491405,5,12.304012702647734,0.061355059173452894,0.05843338968900275,0.05551172020455261,129.95513628073073,0.206830023192592,0.5865035579625142,0.09467892577995879,0.005,0.006,23.798883878067933,22.5,3.574117538545277,0.006321118667794929,1413.506169118726,0.21188705326750387,81.55214381553239,0.00014227548499083417,0.013459226342427865,0.009618917538225469,0.0001244910493669799,0.00010670661374312563,8.892217811927135e-05,7.113774249541709e-05,5.335330687156282e-05,3.556887124770854e-05,1.778443562385427e-05,0.00015850692701961614,0.00013586308030252815,0.00011321923358544011,9.057538686835208e-05,6.793154015126407e-05,4.528769343417604e-05,2.264384671708802e-05,1.7298856055959684,92.6981655033047,15.707963267948967
14000.0,2.0,5.105263157894736,25.5,84.27998157894736,54.4006028644536,57.48675287992866,75,24.83011979397699,44.694215629158585,37.245179690965486,0.08172423830013448,0.9272003014322268,0.028088856957738967,0.561227722167617,1.519379819140664,5,12.652820269268553,0.059072716161839935,0.056259729677942794,0.05344674319404565,130.5020507952678,0.1780289697231127,0.5815979620290387,0.09695495352113932,0.005,0.006,22.819495231581833,22.5,3.7645849820636963,0.007289724685943649,1456.3024313662352,0.18302959998799884,78.99195955059159,0.00014688673226248927,0.013675598565091313,0.011075860574914295,0.0001285258907296781,0.00011016504919686694,9.18042076640558e-05,7.344336613124463e-05,5.508252459843347e-05,3.672168306562232e-05,1.836084153281116e-05,0.00016364424659933663,0.00014026649708514567,0.00011688874757095473,9.351099805676379e-05,7.013324854257284e-05,4.675549902838189e-05,2.3377749514190946e-05,2.2022588670893586,92.6981655033047,18.32595714594046
16000.0,2.0,5.105263157894736,25.5,84.27998157894736,62.17211755937554,50.30090876993758,75,23.74915521293626,42.748479383285265,35.62373281940439,0.08396509804763097,0.9310860587796878,0.03167574358889815,0.5454710178379232,1.5170483647321873,5,12.999757680047273,0.057163375979279604,0.05444131045645676,0.05171924493363392,131.04896530980486,0.15642817962100322,0.5767536562992568,0.09919771323119828,0.005,0.006,22.106805754139177,22.5,3.933197504565756,0.008245363884406371,1499.0508351359506,0.16138315852875623,76.77422706536329,0.000151129763944335,0.013871711928973213,0.012508615797460522,0.00013223854345129313,0.00011334732295825124,9.445610246520936e-05,7.55648819721675e-05,5.667366147912562e-05,3.778244098608375e-05,1.8891220493041874e-05,0.00016837134286036548,0.00014431829388031328,0.00012026524490026106,9.621219592020886e-05,7.215914694015664e-05,4.810609796010443e-05,2.4053048980052214e-05,2.7249064071010336,92.6981655033047,20.94395102393196
18000.0,2.0,5.105263157894736,25.5,84.27998157894736,69.94363225429748,44.711918906611174,75,22.834805934014174,41.10265068122551,34.25220890102126,0.08619387850699681,0.9349718161271487,0.0352179513308957,0.53157261963047,1.5147169103237108,5,13.344824934983894,0.05552570678059106,0.05288162550532482,0.05023754423005858,131.59587982434195,0.13962756509714028,0.571969624001249,0.10140761969749325,0.005,0.006,21.55525814814971,22.5,4.08600975451911,0.009191550158725767,1541.7513804278722,0.14454496188918284,74.81804837771595,0.00015508117446235025,0.014051885424007596,0.013922596457510508,0.00013569602765455647,0.00011631088084676269,9.69257340389689e-05,7.754058723117512e-05,5.8155440423381346e-05,3.877029361558756e-05,1.938514680779378e-05,0.00017277354847325754,0.00014809161297707788,0.00012340967748089823,9.872774198471859e-05,7.404580648853894e-05,4.936387099235929e-05,2.4681935496179646e-05,3.29816786525462,92.6981655033047,23.56194490192345
20000.0,2.0,5.105263157894736,25.5,84.27998157894736,77.71514694921943,40.24072701595006,75,22.04676272882033,39.684172911876594,33.070144093230496,0.08841057967823195,0.9388575734746097,0.038720934529433856,0.5191400787828465,1.5123854559152343,5,13.688022034078413,0.05409401332883902,0.051518107932227636,0.04894220253561625,132.142794338879,0.12618707347804992,0.5672448693606141,0.10358508084047022,0.005,0.006,21.13743395617666,22.5,4.223178882907419,0.01013159467094175,1584.4040672420003,0.13107315488865434,73.06818691336504,0.0001587951104788509,0.014219149558685359,0.015322876425560598,0.00013894572166899455,0.00011909633285913819,9.924694404928181e-05,7.939755523942545e-05,5.9548166429569094e-05,3.969877761971273e-05,1.9849388809856363e-05,0.00017691118740072927,0.0001516381606291965,0.00012636513385766375,0.000101092107086131,7.581908031459825e-05,5.05460535430655e-05,2.527302677153275e-05,3.9223244399909376,92.6981655033047,26.179938779914945
22000.0,2.0,5.105263157894736,25.5,84.27998157894736,85.48666164414138,36.58247910540915,75,21.35734516117608,38.443221290116945,32.03601774176412,0.09061520156133641,0.9427433308220706,0.04218900151707476,0.5078934775659362,1.5100540015067576,5,14.029348977330834,0.05282350314795764,0.05030809823615013,0.04779269332434262,132.68970885341608,0.11519030760788508,0.5625784170822623,0.105730497855182,0.005,0.006,20.80725266222105,22.5,4.348450975990889,0.011068650654883118,1627.0088955783342,0.12005007167030644,71.48524467206484,0.0001623114093911932,0.014375719286302354,0.016714260212686644,0.00014202248321729404,0.0001217335570433949,0.00010144463086949575,8.11557046955966e-05,6.086677852169745e-05,4.05778523477983e-05,2.028892617389915e-05,0.00018082864187374476,0.0001549959787489241,0.00012916331562410341,0.00010333065249928273,7.749798937446204e-05,5.1665326249641365e-05,2.5832663124820682e-05,4.597524405826827,92.6981655033047,28.79793265790644
24000.0,2.0,5.105263157894736,25.5,84.27998157894736,93.25817633906333,33.53393917995838,75,20.74679804801135,37.34423648642043,31.120197072017024,0.09280774415631021,0.9466290881695316,0.04562563815692339,0.4976261350811598,1.5077225470982811,5,14.368805764741154,0.05168238513924835,0.04922131918023653,0.0467602532212247,133.23662336795317,0.1060263360494144,0.5579693118470676,0.10784426534932152,0.005,0.006,20.551283978302855,22.5,4.462143787801914,0.012005753324755893,1669.5658654368747,0.11086385529310934,70.04013162754688,0.00016566032278605403,0.014523266642349975,0.01810134498263461,0.00014495278243779728,0.0001242452420895405,0.00010353770174128377,8.283016139302701e-05,6.212262104477026e-05,4.1415080696513506e-05,2.0707540348256753e-05,0.0001845596147191961,0.00015819395547359664,0.00013182829622799722,0.00010546263698239776,7.909697773679832e-05,5.273131849119888e-05,2.636565924559944e-05,5.323729535271388,92.6981655033047,31.415926535897935
26000.0,2.0,5.105263157894736,25.5,84.27998157894736,101.02969103398526,30.95440539688466,75,20.20057402883573,36.36103325190432,30.300861043253597,0.09498820746315333,0.9505148455169926,0.0490337205399551,0.48818109557568257,1.5053910926898044,5,14.706392396309372,0.05064734408189531,0.04823556579228124,0.045823787502667176,133.78353788249024,0.09827220626916996,0.5534166178228961,0.10992677147786928,0.005,0.006,20.351665028606806,22.5,4.5658058471840155,0.01294585605307672,1712.0749768176208,0.10309085816821727,68.71075649317393,0.00016886542086827142,0.01466308738253406,0.019488576389546083,0.00014775724325973748,0.00012664906565120355,0.00010554088804266964,8.443271043413571e-05,6.332453282560177e-05,4.2216355217067854e-05,2.1108177608533927e-05,0.00018813036513935083,0.00016125459869087213,0.00013437883224239348,0.00010750306579391477,8.062729934543607e-05,5.3751532896957384e-05,2.6875766448478692e-05,6.100675341760431,92.6981655033047,34.033920413889426
28000.0,2.0,5.105263157894736,25.5,84.27998157894736,108.8012057289072,28.74337643996433,75,19.707679140727745,35.47382245330994,29.561518711091615,0.09715659148186576,0.9544006028644535,0.05241566047225731,0.47943635486154335,1.503059638281328,5,15.042108872035492,0.049700807675190736,0.0473341025478007,0.04496739742041066,134.3304523970273,0.09162580931467473,0.5489194181895392,0.11197839807445158,0.005,0.006,20.195244175399075,22.5,4.660822692183387,0.013891863802142116,1754.5362297205734,0.09642843662620851,67.4799473626061,0.00017194546330999126,0.014796207737933727,0.020880299781501202,0.00015045228039624236,0.00012895909748249346,0.00010746591456874454,8.597273165499563e-05,6.447954874124673e-05,4.2986365827497816e-05,2.1493182913748908e-05,0.00019156179299607866,0.00016419582256806743,0.00013682985214005618,0.00010946388171204495,8.209791128403372e-05,5.4731940856022474e-05,2.7365970428011237e-05,6.927841550834059,92.6981655033047,36.65191429188092
30000.0,2.0,5.105263157894736,25.5,84.27998157894736,116.57272042382915,26.827151343966705,75,19.259621230573774,34.66731821503279,28.889431845860663,0.09931289621244752,0.9582863602119145,0.05577350829917244,0.47129519602608305,1.5007281838728512,5,15.37595519191951,0.04882922246641832,0.04650402139658887,0.044178820326759426,134.8773669115644,0.08586559862077887,0.5444768146771055,0.11399952077950282,0.005,0.006,20.072115011379932,22.5,4.748445847712068,0.014846664660156592,1796.9496241457323,0.0906546242980683,66.33409147554862,0.0001749156512933332,0.014923455505337161,0.022280808092006044,0.00015305119488166655,0.0001311867384699999,0.00010932228205833324,8.74578256466666e-05,6.559336923499995e-05,4.37289128233333e-05,2.186445641166665e-05,0.0001948708336923058,0.00016703214316483354,0.00013919345263736126,0.00011135476210988901,8.351607158241677e-05,5.5677381054944504e-05,2.7838690527472252e-05,7.804430928281149,92.6981655033047,39.269908169872416
32000.0,2.0,5.105263157894736,25.5,84.27998157894736,124.34423511875109,25.15045438496879,75,18.849716984185534,33.92949057153396,28.2745754762783,0.10145712165489859,0.9621721175593755,0.05910902759980497,0.4636796505318497,1.4983967294643747,5,15.707931355961431,0.04802192562765018,0.04573516726442874,0.043448408901207304,135.42428142610146,0.08082541426361999,0.5400879271174361,0.11599050916532247,0.005,0.006,19.974667001053774,22.5,4.829813651818505,0.015813160239362377,1839.3151600930971,0.08560292590609397,65.26221487737782,0.0001777884927012965,0.015045508948059868,0.023694387585156674,0.00015556493111363443,0.00013334136952597236,0.00011111780793831032,8.889424635064825e-05,6.667068476298618e-05,4.4447123175324124e-05,2.2223561587662062e-05,0.00019807142206788086,0.00016977550462961215,0.00014147958719134347,0.00011318366975307478,8.488775231480608e-05,5.659183487653739e-05,2.8295917438268695e-05,8.729355470845077,92.6981655033047,41.88790204786392
34000.0,2.0,5.105263157894736,25.5,84.27998157894736,132.11574981367303,23.67101589173533,75,18.47262104564486,33.25071788216075,27.708931568467293,0.10358926780921901,0.9660578749068365,0.06242375073103043,0.45652594515751044,1.4960652750558983,5,16.03803736416125,0.04727038321511197,0.04501941258582092,0.04276844195652987,135.97119594063855,0.07637819277200922,0.5357518930081216,0.11795172685811366,0.005,0.006,19.90572848790275,22.5,4.90372564954591,0.016794295632411936,1881.6328375626686,0.0811460060388957,64.25534158290807,0.0001805744165008609,0.015162931374123336,0.025125362514674433,0.00015800261443825328,0.00013543081237564567,0.00011285901031303806,9.028720825043045e-05,6.771540618782284e-05,4.5143604125215224e-05,2.2571802062607612e-05,0.00020117517687432706,0.00017243586589228035,0.0001436965549102336,0.0001149572439281869,8.621793294614017e-05,5.747862196409345e-05,2.8739310982046725e-05,9.701229406264627,92.6981655033047,44.505895925855405
36000.0,2.0,5.105263157894736,25.5,84.27998157894736,139.88726450859497,22.355959453305587,75,18.12399748057189,32.623195465029404,27.185996220857838,0.10570933467540872,0.9699436322542974,0.0657190209721266,0.4497812523243965,1.4937338206474216,5,16.36627321651897,0.04656766179432425,0.044350154089832616,0.042132646385340984,136.51811045517562,0.07242510700168853,0.5314678670887264,0.11988353165708864,0.005,0.006,19.851434614887502,22.5,4.973227836320301,0.017793089590433547,1923.9026565544457,0.077184814127641,63.30603618973047,0.00018328221938620367,0.01527619617474652,0.02657813969504017,0.0001603719419629282,0.00013746166453965276,0.00011455138711637729,9.164110969310184e-05,6.873083226982638e-05,4.582055484655092e-05,2.291027742327546e-05,0.00020419189837317264,0.00017502162717700516,0.00014585135598083762,0.00011668108478467009,8.751081358850258e-05,5.8340542392335046e-05,2.9170271196167523e-05,10.718368650879608,92.6981655033047,47.1238898038469
38000.0,2.0,5.105263157894736,25.5,84.27998157894736,147.65877920351693,21.179330008394768,75,17.800285218914574,32.040513394046236,26.70042782837186,0.10781732225346778,0.9738293896017584,0.06899602506929493,0.44340132021450385,1.491402366238945,5,16.692638913034592,0.045908053196376586,0.04372195542512056,0.04153585765386453,137.06502496971268,0.06888813552298054,0.5272350209288196,0.12178627565072252,0.005,0.006,19.8164691132846,22.5,5.03682584472264,0.018812665579210134,1966.1246170684292,0.07364114304850108,62.408070320878316,0.00018591939718276218,0.015385705334056544,0.028057253960095948,0.0001626794725349169,0.00013943954788707164,0.00011619962323922636,9.295969859138109e-05,6.971977394353582e-05,4.6479849295690544e-05,2.3239924647845272e-05,0.000207129937548114,0.00017753994646981202,0.00014794995539151,0.000118359964313208,8.876997323490601e-05,5.9179982156604e-05,2.9589991078302e-05,11.778796436086571,92.6981655033047,49.7418836818384
40000.0,2.0,5.105263157894736,25.5,84.27998157894736,155.43029389843886,20.12036350797503,75,17.49852717411134,31.497348913400415,26.24779076116701,0.10991323054339616,0.9777151469492193,0.07225581875819707,0.4373487114767729,1.4890709118304684,5,17.017134453708113,0.0452868024315689,0.04313028803006562,0.04097377362856234,137.61193948424977,0.06570486119214335,0.5230525425274488,0.12366030533023474,0.005,0.006,19.797333613336583,22.5,5.095142448229387,0.01985628438763651,2008.298719104619,0.07045241973397534,61.55617472537955,0.00018849239520098504,0.015491803363448122,0.029567415498662993,0.00016493084580086192,0.00014136929640073877,0.00011780774700061565,9.424619760049252e-05,7.068464820036939e-05,4.712309880024626e-05,2.356154940012313e-05,0.00020999647502027477,0.00017999697858880691,0.0001499974821573391,0.00011999798572587129,8.999848929440346e-05,5.999899286293564e-05,2.999949643146782e-05,12.880254796262381,92.6981655033047,52.35987755982989
42000.0,2.0,5.105263157894736,25.5,84.27998157894736,163.20180859336082,19.16225095997622,75,17.216243502630807,30.98923830473545,25.824365253946212,0.11199705954519384,0.9816009042966802,0.07549934705562984,0.43159147210478,1.4867394574219919,5,17.33975983853953,0.04469990672621759,0.042571339739254845,0.0404427727522921,138.15885399878684,0.06282475584519542,0.5189196359236898,0.12550596170037562,0.005,0.006,19.78301533455506,22.5,5.151265562168845,0.020927379005601106,2050.424962663015,0.06756798389043704,60.745851924789676,0.00019100680039458188,0.015594787961871028,0.03111356010805177,0.00016713095034525915,0.00014325510029593642,0.00011937925024661367,9.550340019729094e-05,7.162755014796821e-05,4.775170009864547e-05,2.3875850049322735e-05,0.00021279773512875285,0.00018239805868178815,0.00015199838223482344,0.00012159870578785876,9.119902934089407e-05,6.079935289392938e-05,3.039967644696469e-05,14.020221544862778,92.6981655033047,54.97787143782138
