Npump[RPM],stage[-],pump desgin flow[kg/s],shaft allowable shear stress tau_material[N/mm2],pump required power W[kW],specific speed[m_m3/min_rpm-1],shaft torsional moment[N*m],shaft connection coef[-],shaft min.dia d1[m],boss dia. db[m],boss length dl[m],ks[-],ku2[-],kd5[-],kvo[-],kb5[-],blade number[-],inlet speed[m/s],inlet dia. D1[m],impeller inlet dia.[m],impeller inlet average dia.[m],impeller outlet cirspeed [m/s],outlet dia. D2[m],Head coef. xi[-],flow coef. psi[-],impeller inlet width s1[m],impeller outlet width s2[m],impeller inlet angle beta_1[degree],impeller inlet angle bwta_2[degree],impeller inlet height[m],impeller outlet height[m],impeller outlet radspeed[m/s],volute inner dia.[m],volute inner avespeed[m/s],volute outlet area[m2],volute outlet dia.[m],volute inlet height[m],volute 7/8 outlet area[m],volute 6/8 outlet area[m],volute 5/8 outlet area[m],volute 4/8 outlet area[m],volute 3/8 outlet area[m],volute 2/8 outlet area[m],volute 1/8 outlet area[m],volute 7/8 outlet dia.[m],volute 6/8 outlet dia.[m],volute 5/8 outlet dia.[m],volute 4/8 outlet dia.[m],volute 3/8 outlet dia.[m],volute 2/8 outlet dia.[m],volute 1/8 outlet dia.[m],NPSH_r[m],NPSH_a[m],shaft_cir_speed[m/s]
12000.0,2.0,14.105263157894738,25.5,74.92892105263158,116.07934220187983,59.62654083034348,75,25.134452357206886,45.242014242972395,37.70167853581033,0.09917636129196183,0.9580396711009398,0.05556101484570078,0.47179567486824414,1.5008761973394362,5,8.710149744254727,0.06515729237492185,0.06205456416659223,0.058951835958262616,76.49063370563908,0.12173862454484,0.544757249398616,0.11387210854827305,0.005,0.006,18.241138395568207,22.5,14.74180008360484,0.0803481337575329,577.3603803579937,0.12850254607047104,37.66853423593708,0.0003276093148601458,0.02042364156813203,0.12059260145732636,0.0002866581505026276,0.00024570698614510936,0.00020475582178759112,0.0001638046574300729,0.00012285349307255468,8.190232871503645e-05,4.0951164357518224e-05,0.0003649844930405893,0.000312843851177648,0.0002607032093147066,0.00020856256745176532,0.000156421925588824,0.00010428128372588266,5.214064186294133e-05,2.49295284579245,30.331683200556384,15.707963267948967
14000.0,2.0,14.105263157894738,25.5,74.92892105263158,135.42589923552646,51.10846356886585,75,23.87557450009601,42.97603410017282,35.81336175014402,0.10449375235228284,0.9677129496177631,0.06382962315244643,0.45360589464862777,1.4950722302293422,5,9.177148853526456,0.06264085409068584,0.05965795627684366,0.05667505846300147,77.26295579843162,0.10540098285609437,0.5339208724716661,0.11877812282341838,0.005,0.006,17.89334497810954,22.5,15.182869623485276,0.09130298995245209,611.2712063252505,0.11212868787169634,36.216248012376134,0.00034074658116445874,0.020829114764480478,0.13650456481481976,0.0002981532585189014,0.00025555993587334403,0.00021296661322778673,0.00017037329058222937,0.00012777996793667201,8.518664529111469e-05,4.259332264555734e-05,0.00037962051913791126,0.00032538901640392394,0.00027115751366993667,0.00021692601093594932,0.00016269450820196197,0.00010846300546797466,5.423150273398733e-05,3.259343744952443,30.331683200556384,18.32595714594046
16000.0,2.0,14.105263157894738,25.5,74.92892105263158,154.7724562691731,44.719905622757615,75,22.836165483919476,41.10509787105506,34.254248225879216,0.10973628555879261,0.9773862281345864,0.07198052876964205,0.4378491903189341,1.4892682631192482,5,9.6375735824949,0.06050010372007907,0.0576191464000753,0.05473818908007153,78.03527789122417,0.09314775158953514,0.523404646467237,0.12350277775558148,0.005,0.006,17.680101686951506,22.5,15.53483847593517,0.10206236505954329,645.0865952661048,0.09985257600265314,34.95822046336489,0.00035300889259376955,0.021200586824273403,0.15199824114206867,0.00030888278101954837,0.0002647566694453272,0.00022063055787110595,0.00017650444629688477,0.0001323783347226636,8.825222314844239e-05,4.412611157422119e-05,0.00039328177148186075,0.00033709866127016637,0.00028091555105847193,0.00022473244084677754,0.00016854933063508318,0.00011236622042338877,5.6183110211694386e-05,4.114142969479071,30.331683200556384,20.94395102393196
18000.0,2.0,14.105263157894738,25.5,74.92892105263158,174.11901330281972,39.751027220228984,75,21.956966571101155,39.52253982798208,32.93544985665173,0.11490396091149116,0.9870595066514096,0.0800299052764738,0.4239507921114808,1.4834642960091542,5,10.09142393116006,0.058640836700812556,0.05584841590553576,0.05305599511025897,78.8075999840167,0.08361746060443355,0.5131960830461707,0.128051405362005,0.005,0.006,17.55641902524899,22.5,15.817686139756,0.11274934433537931,678.806547180557,0.09030935805606566,33.84856152287472,0.0003645815992647602,0.021545294369459907,0.16725962671997718,0.00031900889935666517,0.00027343619944857013,0.00022786349954047514,0.0001822907996323801,0.00013671809972428506,9.114539981619005e-05,4.5572699908095026e-05,0.0004061747457833457,0.0003481497821000106,0.0002901248184166755,0.0002320998547333404,0.0001740748910500053,0.0001160499273666702,5.80249636833351e-05,5.045968188350669,30.331683200556384,23.56194490192345
20000.0,2.0,14.105263157894738,25.5,74.92892105263158,193.46557033646636,35.77592449820609,75,21.19921814253884,38.158592656569915,31.79882721380826,0.11999677841037848,0.9967327851682329,0.08799014722609995,0.4115182512638573,1.4776603288990602,5,10.538699899521934,0.057000697571367796,0.0542863786393979,0.051572059707428,79.57992207680925,0.07599322781635226,0.5032832969099252,0.13242913067130363,0.005,0.006,17.48803094143193,22.5,16.051682640160866,0.1234753448348837,712.4310620686064,0.08267988312009965,32.85593777597586,0.0003755961183322141,0.021868329399147127,0.18245461865963913,0.00032864660354068735,0.0002816970887491606,0.0002347475739576338,0.00018779805916610705,0.0001408485443745803,9.389902958305353e-05,4.694951479152676e-05,0.0004184458518709023,0.000358667873032202,0.0002988898941935016,0.0002391119153548013,0.000179333936516101,0.00011955595767740065,5.977797883870033e-05,6.040466442096656,30.331683200556384,26.179938779914945
22000.0,2.0,14.105263157894738,25.5,74.92892105263158,212.81212737011302,32.523567725641904,75,20.536303882175183,36.96534698791533,30.804455823262774,0.12501473805545457,1.0064060636850563,0.09587104495083167,0.400271650046947,1.4718563617889662,6,10.979401487580525,0.05553621746142754,0.052891635677550036,0.05024705389367253,80.3522441696018,0.06975521917155848,0.4936549711913227,0.13664088167103317,0.005,0.006,19.184375045179102,22.5,17.976185625436084,0.15118635371383934,745.9601399302535,0.07644272492431009,31.95800037310453,0.0003861494007368172,0.022173422992264886,0.22252459652939133,0.00033788072564471504,0.0002896120505526129,0.00024134337546051073,0.0001930747003684086,0.00014480602527630645,9.65373501842043e-05,4.826867509210215e-05,0.0004302031012946634,0.0003687455153954258,0.00030728792949618813,0.00024583034359695053,0.0001843727576977129,0.00012291517179847526,6.145758589923763e-05,7.081184495747049,30.331683200556384,28.79793265790644
24000.0,2.0,14.105263157894738,25.5,74.92892105263158,232.15868440375965,29.81327041517174,75,19.949228056237402,35.90861050122732,29.923842084356103,0.12995783984671944,1.0160793422018795,0.10368051978861031,0.39000430756217064,1.4660523946788722,6,11.41352869533583,0.05421583672148413,0.05163413021093727,0.0490524237003904,81.12456626239434,0.06455687863423032,0.4843003251406349,0.1406913986870414,0.005,0.006,19.22672984553604,22.5,18.206032623929033,0.1664329813526871,779.3937807654981,0.07125016936695755,31.138247750302515,0.00039631525806398024,0.022463398201273573,0.24399947086565102,0.0003467758508059827,0.00029723644354798516,0.0002476970362899876,0.00019815762903199012,0.00014861822177399258,9.907881451599506e-05,4.953940725799753e-05,0.0004415287264053581,0.00037845319406173554,0.0003153776617181129,0.0002523021293744904,0.00018922659703086777,0.0001261510646872452,6.30755323436226e-05,8.150644856111443,30.331683200556384,31.415926535897935
26000.0,2.0,14.105263157894738,25.5,74.92892105263158,251.5052414374063,27.51994192169699,75,19.424002548999507,34.96320458819911,29.13600382349926,0.1348260837841731,1.0257526207187027,0.11142510742023597,0.3805592680566934,1.4602484275687782,6,11.841081522787853,0.053015882744508275,0.05049131689953169,0.0479667510545551,81.89688835518687,0.06015828279495265,0.4752090839346658,0.14458524323211247,0.005,0.006,19.30036404374736,22.5,18.39066047416232,0.18284151214644717,812.7319845743402,0.06686142591759718,30.384148437986426,0.0004061513429612217,0.022740447467134873,0.2669940306061471,0.000355382425091069,0.0003046135072209163,0.00025384458935076354,0.00020307567148061085,0.00015230675361045814,0.00010153783574030542,5.076891787015271e-05,0.0004524869571298308,0.0003878459632541406,0.0003232049693784505,0.00025856397550276045,0.0001939229816270703,0.00012928198775138022,6.464099387569011e-05,9.231474882492908,30.331683200556384,34.033920413889426
28000.0,2.0,14.105263157894738,25.5,74.92892105263158,270.8517984710529,25.554231784432925,75,18.95005603889876,34.110100870017774,28.42508405834814,0.13961946986781548,1.0354258992355259,0.11911028847718831,0.37181452734255416,1.4544444604586841,6,12.262059969936585,0.05191811944721201,0.049445828044963815,0.04697353664271562,82.66921044797941,0.0563880577898575,0.46637145045091083,0.14832680635860956,0.005,0.006,19.38072849734974,22.5,18.55856498085708,0.20070093333620911,845.9747513567798,0.0631044556198758,29.685961526741558,0.0004157036544598607,0.023006310694007773,0.291908360699737,0.0003637406976523781,0.00031177774084489553,0.00025981478403741293,0.00020785182722993036,0.00015588887042244776,0.00010392591361496518,5.196295680748259e-05,0.0004631290402805644,0.00039696774881191235,0.00033080645734326027,0.00026464516587460825,0.00019848387440595617,0.00013232258293730412,6.616129146865206e-05,10.30744263840679,30.331683200556384,36.65191429188092
30000.0,2.0,14.105263157894738,25.5,74.92892105263158,290.1983555046996,23.850616332137392,75,18.51922283700526,33.33460110660947,27.77883425550789,0.1443379980976467,1.0450991777523493,0.12674072220105698,0.36367336850709386,1.4486404933485901,6,12.676464036782038,0.050908184602650744,0.04848398533585785,0.046059786069064954,83.44153254077196,0.05312052945210838,0.4577780788619622,0.1519203165472536,0.005,0.006,19.476093160846048,22.5,18.699482260108493,0.22036255675975858,879.1220811128168,0.05985306371857112,29.035965062913487,0.0004250095585279311,0.023262394047221267,0.31922612294001335,0.00037188336371193973,0.00031875716889594836,0.00026563097407995693,0.00021250477926396555,0.00015937858444797418,0.00010625238963198278,5.312619481599139e-05,0.00047349660470717106,0.00040585423260614667,0.00033821186050512217,0.00027056948840409773,0.00020292711630307334,0.00013528474420204886,6.764237210102443e-05,11.364285686867365,30.331683200556384,39.269908169872416
